




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (107)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
Lsm1-7-Pat1 complex (GO:1990726)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
cytosolic aryl hydrocarbon receptor complex (GO:0034752)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
aryl hydrocarbon receptor complex (GO:0034751)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
mitochondrial nucleoid (GO:0042645)	50	0	.25	-	 < 0.01	1.00E00	1.00E00
galectin complex (GO:1990724)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Scrib-APC-beta-catenin complex (GO:0034750)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cytoplasmic periphery of the nuclear pore complex (GO:1990723)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cellularization cleavage furrow (GO:0110070)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
DAPK1-calmodulin complex (GO:1990722)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
actomyosin, myosin complex part (GO:0042642)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
postsynaptic spectrin-associated cytoskeleton (GO:0099189)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
proteasome regulatory particle, lid subcomplex (GO:0008541)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
proteasome regulatory particle, base subcomplex (GO:0008540)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
distal portion of axoneme (GO:0120135)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
proximal portion of axoneme (GO:0120134)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
presynaptic intermediate filament cytoskeleton (GO:0099182)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
growing cell tip (GO:0035838)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
mitotic spindle astral microtubule end (GO:1905721)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cytoplasmic microtubule bundle (GO:1905720)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
axonemal central pair projection (GO:1990718)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
axonemal central apparatus (GO:1990716)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
survivin complex (GO:1990713)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
proteasome activator complex (GO:0008537)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
Ski complex (GO:0055087)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
beta-catenin-ICAT complex (GO:1990711)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
host cell cytoplasm part (GO:0033655)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
myosin VII complex (GO:0031477)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mast cell granule (GO:0042629)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
myosin V complex (GO:0031475)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
chylomicron (GO:0042627)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
MAD1 complex (GO:1990706)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
photoreceptor outer segment membrane (GO:0042622)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
host intracellular part (GO:0033646)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
host cell part (GO:0033643)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
Lsm2-8 complex (GO:0120115)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
postsynaptic specialization membrane of symmetric synapse (GO:0099164)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Sm-like protein family complex (GO:0120114)	82	0	.40	-	 < 0.01	1.00E00	1.00E00
postsynaptic intermediate filament cytoskeleton (GO:0099160)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
methionine adenosyltransferase complex (GO:0048269)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
septin complex (GO:0031105)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
Cul7-RING ubiquitin ligase complex (GO:0031467)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
Cul5-RING ubiquitin ligase complex (GO:0031466)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
Cul4B-RING E3 ubiquitin ligase complex (GO:0031465)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
heparanase complex (GO:1904974)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Cul4A-RING E3 ubiquitin ligase complex (GO:0031464)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
Cul2-RING ubiquitin ligase complex (GO:0031462)	76	0	.37	-	 < 0.01	1.00E00	1.00E00
MHC class II protein complex (GO:0042613)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
MHC class I protein complex (GO:0042612)	26	0	.13	-	 < 0.01	1.00E00	1.00E00
MHC protein complex (GO:0042611)	43	0	.21	-	 < 0.01	1.00E00	1.00E00
CCR4-NOT core complex (GO:0030015)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
CCR4-NOT complex (GO:0030014)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
serotonergic synapse (GO:0099154)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
centriolar subdistal appendage (GO:0120103)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
egg coat (GO:0035805)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
CURI complex (GO:0032545)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cortical endoplasmic reticulum (GO:0032541)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
SMN-Sm protein complex (GO:0034719)	17	0	.08	-	 < 0.01	1.00E00	1.00E00
SMN-Gemin2 complex (GO:0034718)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
pICln-Sm protein complex (GO:0034715)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
TRAPP complex (GO:0030008)	17	0	.08	-	 < 0.01	1.00E00	1.00E00
extrinsic component of postsynaptic density membrane (GO:0099147)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
presynaptic actin cytoskeleton (GO:0099143)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Kv4.3-KChIP1 channel complex (GO:0071196)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Kv4.2-KChIP2 channel complex (GO:0071193)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
methylosome (GO:0034709)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
methyltransferase complex (GO:0034708)	103	0	.50	-	 < 0.01	1.00E00	1.00E00
chloride channel complex (GO:0034707)	52	0	.25	-	 < 0.01	1.00E00	1.00E00
sodium channel complex (GO:0034706)	27	0	.13	-	 < 0.01	1.00E00	1.00E00
potassium channel complex (GO:0034705)	96	0	.47	-	 < 0.01	1.00E00	1.00E00
calcium channel complex (GO:0034704)	67	0	.33	-	 < 0.01	1.00E00	1.00E00
collagen type X trimer (GO:0005599)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
short-chain collagen trimer (GO:0005598)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
collagen type XII trimer (GO:0005595)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
ATPase inhibitor complex (GO:1903503)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
collagen type IX trimer (GO:0005594)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
FACIT collagen trimer (GO:0005593)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
collagen type XI trimer (GO:0005592)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
GTPase activator complex (GO:1902773)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
B-WICH complex (GO:0110016)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
BRCA1-BARD1 complex (GO:0031436)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Dbf4-dependent protein kinase complex (GO:0031431)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
M band (GO:0031430)	29	0	.14	-	 < 0.01	1.00E00	1.00E00
collagen type VI trimer (GO:0005589)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
collagen type V trimer (GO:0005588)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
mitochondrial [2Fe-2S] assembly complex (GO:0099128)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
collagen type IV trimer (GO:0005587)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
collagen type III trimer (GO:0005586)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
protein folding chaperone complex (GO:0101031)	36	0	.18	-	 < 0.01	1.00E00	1.00E00
collagen type II trimer (GO:0005585)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
collagen type I trimer (GO:0005584)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
fibrillar collagen trimer (GO:0005583)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
RNA polymerase III transcription regulator complex (GO:0090576)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
box H/ACA snoRNP complex (GO:0031429)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
box C/D methylation guide snoRNP complex (GO:0031428)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
RNA polymerase II transcription repressor complex (GO:0090571)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
fatty acid elongase complex (GO:0009923)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
nuclear DNA-directed RNA polymerase complex (GO:0055029)	93	0	.46	-	 < 0.01	1.00E00	1.00E00
RecQ family helicase-topoisomerase III complex (GO:0031422)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
cortical microtubule (GO:0055028)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
amphisome membrane (GO:1904930)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
membrane attack complex (GO:0005579)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
chromosome, subtelomeric region (GO:0099115)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Noc4p-Nop14p complex (GO:0030692)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Noc2p-Noc3p complex (GO:0030691)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Noc1p-Noc2p complex (GO:0030690)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
CMG complex (GO:0071162)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
oxoadipate dehydrogenase complex (GO:0160167)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
NatC complex (GO:0031417)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
NatB complex (GO:0031416)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
NatA complex (GO:0031415)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
nucleolar exosome (RNase complex) (GO:0101019)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
N-terminal protein acetyltransferase complex (GO:0031414)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
Noc complex (GO:0030689)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
preribosome, small subunit precursor (GO:0030688)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
preribosome, large subunit precursor (GO:0030687)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
90S preribosome (GO:0030686)	26	0	.13	-	 < 0.01	1.00E00	1.00E00
ERBB3:ERBB2 complex (GO:0038143)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
NF-kappaB complex (GO:0071159)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
preribosome (GO:0030684)	106	0	.52	-	 < 0.01	1.00E00	1.00E00
multimeric ribonuclease P complex (GO:0030681)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
cytochrome complex (GO:0070069)	38	0	.19	-	 < 0.01	1.00E00	1.00E00
branched-chain alpha-ketoacid dehydrogenase complex (GO:0160157)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
cytolytic granule membrane (GO:0101004)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial ribonuclease P complex (GO:0030678)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
ribonuclease P complex (GO:0030677)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
junctional membrane complex (GO:0030314)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
heteromeric SMAD protein complex (GO:0071144)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
phagocytic vesicle membrane (GO:0030670)	64	0	.31	-	 < 0.01	1.00E00	1.00E00
dendritic filopodium (GO:1902737)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
homomeric SMAD protein complex (GO:0071142)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
SMAD protein complex (GO:0071141)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
complement component C1q complex (GO:0062167)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
tubulin complex (GO:0045298)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
CHD-type complex (GO:0090545)	17	0	.08	-	 < 0.01	1.00E00	1.00E00
Flemming body (GO:0090543)	33	0	.16	-	 < 0.01	1.00E00	1.00E00
mRNA editing complex (GO:0045293)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
box H/ACA RNP complex (GO:0072588)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
clathrin-coated endocytic vesicle membrane (GO:0030669)	15	0	.07	-	 < 0.01	1.00E00	1.00E00
endocytic vesicle membrane (GO:0030666)	87	0	.43	-	 < 0.01	1.00E00	1.00E00
mitochondrial ATP-gated potassium channel complex (GO:0062157)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
CERF complex (GO:0090537)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
NoRC complex (GO:0090536)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
WICH complex (GO:0090535)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
calcium ion-transporting ATPase complex (GO:0090534)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
catalase complex (GO:0062151)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
synaptobrevin 2-SNAP-25-syntaxin-1a complex (GO:0070044)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
cytoophidium (GO:0097268)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
mRNA cap methyltransferase RNMT:RAMAC complex (GO:0160130)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cytolytic granule (GO:0044194)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
insulin receptor complex (GO:0005899)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
interleukin-6 receptor complex (GO:0005896)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
interleukin-5 receptor complex (GO:0005895)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
acetylcholine-gated channel complex (GO:0005892)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
voltage-gated calcium channel complex (GO:0005891)	44	0	.22	-	 < 0.01	1.00E00	1.00E00
sodium:potassium-exchanging ATPase complex (GO:0005890)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
G protein-coupled GABA receptor complex (GO:1902712)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
GABA-A receptor complex (GO:1902711)	19	0	.09	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex IV (GO:0045277)	26	0	.13	-	 < 0.01	1.00E00	1.00E00
GABA receptor complex (GO:1902710)	21	0	.10	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex III (GO:0045275)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex II (succinate dehydrogenase) (GO:0045273)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex (GO:0070033)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex (GO:0070032)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
transcription export complex 2 (GO:0070390)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
R2TP complex (GO:0097255)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
potassium:proton exchanging ATPase complex (GO:0005889)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
endothelial microparticle (GO:0072563)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Arp2/3 protein complex (GO:0005885)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
neurofilament (GO:0005883)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 3 (GO:0150058)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 2 (GO:0150057)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cytoplasmic microtubule (GO:0005881)	129	0	.63	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 1 (GO:0150056)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
nuclear microtubule (GO:0005880)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cerebellar climbing fiber to Purkinje cell synapse (GO:0150053)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
postsynaptic Golgi apparatus (GO:0150051)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
postsynaptic septin cytoskeleton (GO:0150050)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
proton-transporting ATP synthase complex, coupling factor F(o) (GO:0045263)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
glycinergic synapse (GO:0098690)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
transforming growth factor beta ligand-receptor complex (GO:0070021)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
axonemal B tubule inner sheath (GO:0160112)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
endosome to plasma membrane transport vesicle (GO:0070381)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
axonemal A tubule inner sheath (GO:0160111)	33	0	.16	-	 < 0.01	1.00E00	1.00E00
tubulobulbar complex (GO:0036284)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
axonemal microtubule doublet inner sheath (GO:0160110)	49	0	.24	-	 < 0.01	1.00E00	1.00E00
NLRP3 inflammasome complex (GO:0072559)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
NLRP1 inflammasome complex (GO:0072558)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
IPAF inflammasome complex (GO:0072557)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
axonemal microtubule (GO:0005879)	59	0	.29	-	 < 0.01	1.00E00	1.00E00
spindle microtubule (GO:0005876)	79	0	.39	-	 < 0.01	1.00E00	1.00E00
cerebellar granule cell to Purkinje cell synapse (GO:0150048)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
plus-end kinesin complex (GO:0005873)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
kinesin complex (GO:0005871)	49	0	.24	-	 < 0.01	1.00E00	1.00E00
intraciliary transport particle B (GO:0030992)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
intraciliary transport particle A (GO:0030991)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
intraciliary transport particle (GO:0030990)	27	0	.13	-	 < 0.01	1.00E00	1.00E00
synaptic cleft (GO:0043083)	30	0	.15	-	 < 0.01	1.00E00	1.00E00
DNA ligase IV complex (GO:0032807)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
proton-transporting ATP synthase complex (GO:0045259)	21	0	.10	-	 < 0.01	1.00E00	1.00E00
parallel fiber to Purkinje cell synapse (GO:0098688)	43	0	.21	-	 < 0.01	1.00E00	1.00E00
chromosomal region (GO:0098687)	372	0	1.82	-	 < 0.01	2.69E-01	1.00E00
small ribosomal subunit (GO:0015935)	75	0	.37	-	 < 0.01	1.00E00	1.00E00
large ribosomal subunit (GO:0015934)	118	0	.58	-	 < 0.01	1.00E00	1.00E00
photoreceptor ribbon synapse (GO:0098684)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
pyruvate dehydrogenase complex (GO:0045254)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
periciliary membrane compartment (GO:1990075)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
cochlear hair cell ribbon synapse (GO:0098683)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
oxoglutarate dehydrogenase complex (GO:0045252)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
TRAPPIII protein complex (GO:1990072)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
electron transfer flavoprotein complex (GO:0045251)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
TRAPPII protein complex (GO:1990071)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
TRAPPI protein complex (GO:1990070)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
sperm cytoplasmic droplet (GO:0097598)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
epidermal lamellar body membrane (GO:0097234)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
alveolar lamellar body membrane (GO:0097233)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
EMC complex (GO:0072546)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
lamellar body membrane (GO:0097232)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
dynactin complex (GO:0005869)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
cytoplasmic dynein complex (GO:0005868)	25	0	.12	-	 < 0.01	1.00E00	1.00E00
striated muscle thin filament (GO:0005865)	23	0	.11	-	 < 0.01	1.00E00	1.00E00
striated muscle myosin thick filament (GO:0005863)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
muscle thin filament tropomyosin (GO:0005862)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
troponin complex (GO:0005861)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
lipopolysaccharide receptor complex (GO:0046696)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
SLIK (SAGA-like) complex (GO:0046695)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
caveola neck (GO:0099400)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cortical microtubule cytoskeleton (GO:0030981)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
germ cell nucleus (GO:0043073)	106	0	.52	-	 < 0.01	1.00E00	1.00E00
VCP-NPL4-UFD1 AAA ATPase complex (GO:0034098)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
intracellular canaliculus (GO:0046691)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
beta-catenin-TCF7L2 complex (GO:0070369)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
extrinsic component of neuronal dense core vesicle membrane (GO:0098674)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (GDP-forming) (GO:0045244)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
isocitrate dehydrogenase complex (NAD+) (GO:0045242)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
sperm end piece (GO:0097229)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
RPAP3/R2TP/prefoldin-like complex (GO:1990062)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
alpha-ketoacid dehydrogenase complex (GO:0045240)	19	0	.09	-	 < 0.01	1.00E00	1.00E00
sperm principal piece (GO:0097228)	44	0	.22	-	 < 0.01	1.00E00	1.00E00
sperm annulus (GO:0097227)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
sperm mitochondrial sheath (GO:0097226)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
interleukin-23 receptor complex (GO:0072536)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
muscle myosin complex (GO:0005859)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
perineuronal net (GO:0072534)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
axonemal dynein complex (GO:0005858)	27	0	.13	-	 < 0.01	1.00E00	1.00E00
nascent polypeptide-associated complex (GO:0005854)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation elongation factor 1 complex (GO:0005853)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 3 complex (GO:0005852)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 2B complex (GO:0005851)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 2 complex (GO:0005850)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
germ plasm (GO:0060293)	26	0	.13	-	 < 0.01	1.00E00	1.00E00
tricarboxylic acid cycle heteromeric enzyme complex (GO:0045239)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
G protein-coupled serotonin receptor complex (GO:0098666)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
lateral cell cortex (GO:0097575)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
lateral part of cell (GO:0097574)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
mRNA cleavage factor complex (GO:0005849)	24	0	.12	-	 < 0.01	1.00E00	1.00E00
mRNA cleavage stimulating factor complex (GO:0005848)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mRNA cleavage and polyadenylation specificity factor complex (GO:0005847)	19	0	.09	-	 < 0.01	1.00E00	1.00E00
nuclear cap binding complex (GO:0005846)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
clathrin complex (GO:0071439)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
basal proximal dendrite (GO:0150017)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
ribosome (GO:0005840)	243	0	1.19	-	 < 0.01	6.36E-01	1.00E00
apical distal dendrite (GO:0150014)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
LUBAC complex (GO:0071797)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
spindle matrix (GO:1990047)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
CENP-A recruiting complex (GO:0098654)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
basement membrane collagen trimer (GO:0098651)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
epidermal lamellar body (GO:0097209)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
alveolar lamellar body (GO:0097208)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
proteasome core complex (GO:0005839)	19	0	.09	-	 < 0.01	1.00E00	1.00E00
proteasome regulatory particle (GO:0005838)	23	0	.11	-	 < 0.01	1.00E00	1.00E00
cell cortex region (GO:0099738)	45	0	.22	-	 < 0.01	1.00E00	1.00E00
heterotrimeric G-protein complex (GO:0005834)	35	0	.17	-	 < 0.01	1.00E00	1.00E00
hemoglobin complex (GO:0005833)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
glutamyl-tRNA(Gln) amidotransferase complex (GO:0030956)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
chaperonin-containing T-complex (GO:0005832)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
distal dendrite (GO:0150002)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
primary dendrite (GO:0150001)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
Ric1-Rgp1 guanyl-nucleotide exchange factor complex (GO:0034066)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum tubular network (GO:0071782)	30	0	.15	-	 < 0.01	1.00E00	1.00E00
collagen beaded filament (GO:0098647)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
collagen sheet (GO:0098646)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Lewy body corona (GO:1990038)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
