




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (364)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
basolateral part of cell (GO:1990794)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
U2AF complex (GO:0089701)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
condensin complex (GO:0000796)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
synaptonemal complex (GO:0000795)	97	0	1.62	-	 < 0.01	4.15E-01	1.00E00
condensed nuclear chromosome (GO:0000794)	138	0	2.30	-	 < 0.01	1.79E-01	1.00E00
perinuclear theca (GO:0033011)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
oligosaccharyltransferase complex (GO:0008250)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
paranodal junction (GO:0033010)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
DUBm complex (GO:0071819)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
BAT3 complex (GO:0071818)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
AMPA glutamate receptor complex (GO:0032281)	31	0	.52	-	 < 0.01	1.00E00	1.00E00
symmetric synapse (GO:0032280)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
sulfate adenylyltransferase complex (ATP) (GO:0009336)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Mpp10 complex (GO:0034457)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
UTP-C complex (GO:0034456)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
peroxisomal importomer complex (GO:1990429)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
t-UTP complex (GO:0034455)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
stereocilia tip-link density (GO:1990427)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex (GO:0009330)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
GLI-SUFU complex (GO:1990788)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
ryanodine receptor complex (GO:1990425)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
RZZ complex (GO:1990423)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
1-alkyl-2-acetylglycerophosphocholine esterase complex (GO:0008247)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
BMP receptor complex (GO:0070724)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
ISGF3 complex (GO:0070721)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
nucleosome (GO:0000786)	104	0	1.73	-	 < 0.01	4.24E-01	1.00E00
cytoplasmic side of dendritic spine plasma membrane (GO:1990780)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Fc-gamma receptor III complex (GO:0033001)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
autophagosome membrane (GO:0000421)	53	0	.88	-	 < 0.01	1.00E00	1.00E00
nuclear telomere cap complex (GO:0000783)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
telomere cap complex (GO:0000782)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
chaperone-mediated autophagy translocation complex (GO:0061742)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
phenylalanine-tRNA ligase complex (GO:0009328)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
glycoprotein Ib-IX-V complex (GO:1990779)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
lipoprotein particle (GO:1990777)	41	0	.68	-	 < 0.01	1.00E00	1.00E00
HIR complex (GO:0000417)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ATAC complex (GO:0140672)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
tumor necrosis factor receptor superfamily complex (GO:0002947)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
NF-kappaB p50/p65 complex (GO:0035525)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cyclin K-CDK13 complex (GO:0002945)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cyclin K-CDK12 complex (GO:0002944)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CGRP receptor complex (GO:1990406)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
EKC/KEOPS complex (GO:0000408)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
phagophore assembly site (GO:0000407)	38	0	.63	-	 < 0.01	1.00E00	1.00E00
outer mucus layer (GO:0070703)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
inner mucus layer (GO:0070702)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
growth cone lamellipodium (GO:1990761)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
mucus layer (GO:0070701)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
PR-DUB complex (GO:0035517)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
autophagosome lumen (GO:0034423)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
microtubule end (GO:1990752)	36	0	.60	-	 < 0.01	1.00E00	1.00E00
ciliary transition zone (GO:0035869)	80	0	1.33	-	 < 0.01	6.46E-01	1.00E00
alphav-beta3 integrin-HMGB1 complex (GO:0035868)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
alphav-beta3 integrin-IGF-1-IGF1R complex (GO:0035867)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
lipid tube (GO:0060987)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
host cellular component (GO:0018995)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
acetyltransferase complex (GO:1902493)	104	0	1.73	-	 < 0.01	4.24E-01	1.00E00
recycling endosome lumen (GO:0034777)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
secretory granule lumen (GO:0034774)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
EARP complex (GO:1990745)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
PAR polarity complex (GO:0120157)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
canonical inflammasome complex (GO:0061702)	22	0	.37	-	 < 0.01	1.00E00	1.00E00
mitochondrial crista (GO:0030061)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
GATOR2 complex (GO:0061700)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
Seh1-associated complex (GO:0035859)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
insulin-responsive compartment (GO:0032593)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
dendritic spine membrane (GO:0032591)	19	0	.32	-	 < 0.01	1.00E00	1.00E00
dendrite membrane (GO:0032590)	56	0	.93	-	 < 0.01	1.00E00	1.00E00
RQC-trigger complex (GO:0180022)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
pseudopodium (GO:0031143)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
VCP-NSFL1C complex (GO:1990730)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
desmosome (GO:0030057)	32	0	.53	-	 < 0.01	1.00E00	1.00E00
hemidesmosome (GO:0030056)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
RISC complex (GO:0016442)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
cerebellar Golgi cell to granule cell synapse (GO:0099192)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Knl1/Spc105 complex (GO:0180019)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
new growing cell tip (GO:0035841)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
TTT Hsp90 cochaperone complex (GO:0110078)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
TRAMP complex (GO:0031499)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
mitotic spindle assembly checkpoint MAD1-MAD2 complex (GO:1990728)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
nuclear aryl hydrocarbon receptor complex (GO:0034753)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Lsm1-7-Pat1 complex (GO:1990726)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
cytosolic aryl hydrocarbon receptor complex (GO:0034752)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
aryl hydrocarbon receptor complex (GO:0034751)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
galectin complex (GO:1990724)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Scrib-APC-beta-catenin complex (GO:0034750)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
cytoplasmic periphery of the nuclear pore complex (GO:1990723)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
cellularization cleavage furrow (GO:0110070)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
DAPK1-calmodulin complex (GO:1990722)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
actomyosin, myosin complex part (GO:0042642)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
postsynaptic spectrin-associated cytoskeleton (GO:0099189)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
proteasome regulatory particle, lid subcomplex (GO:0008541)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
proteasome regulatory particle, base subcomplex (GO:0008540)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
distal portion of axoneme (GO:0120135)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
proximal portion of axoneme (GO:0120134)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
presynaptic intermediate filament cytoskeleton (GO:0099182)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
growing cell tip (GO:0035838)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
mitotic spindle astral microtubule end (GO:1905721)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
cytoplasmic microtubule bundle (GO:1905720)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
axonemal central pair projection (GO:1990718)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
axonemal central apparatus (GO:1990716)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
survivin complex (GO:1990713)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
proteasome activator complex (GO:0008537)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
HFE-transferrin receptor complex (GO:1990712)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
Ski complex (GO:0055087)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
beta-catenin-ICAT complex (GO:1990711)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
host cell cytoplasm part (GO:0033655)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
myosin VII complex (GO:0031477)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
mast cell granule (GO:0042629)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
chylomicron (GO:0042627)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
MAD1 complex (GO:1990706)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
photoreceptor outer segment membrane (GO:0042622)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
host intracellular part (GO:0033646)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
host cell part (GO:0033643)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
Lsm2-8 complex (GO:0120115)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
postsynaptic specialization membrane of symmetric synapse (GO:0099164)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
methionine adenosyltransferase complex (GO:0048269)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
septin complex (GO:0031105)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
Cul7-RING ubiquitin ligase complex (GO:0031467)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
Cul5-RING ubiquitin ligase complex (GO:0031466)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
Cul4B-RING E3 ubiquitin ligase complex (GO:0031465)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
heparanase complex (GO:1904974)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Cul4A-RING E3 ubiquitin ligase complex (GO:0031464)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
Cul2-RING ubiquitin ligase complex (GO:0031462)	76	0	1.27	-	 < 0.01	6.40E-01	1.00E00
MHC class II protein complex (GO:0042613)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
MHC class I protein complex (GO:0042612)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
MHC protein complex (GO:0042611)	43	0	.72	-	 < 0.01	1.00E00	1.00E00
CCR4-NOT core complex (GO:0030015)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
CCR4-NOT complex (GO:0030014)	16	0	.27	-	 < 0.01	1.00E00	1.00E00
serotonergic synapse (GO:0099154)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
egg coat (GO:0035805)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
CURI complex (GO:0032545)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
SMN-Gemin2 complex (GO:0034718)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
pICln-Sm protein complex (GO:0034715)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
serotonin-activated cation-selective channel complex (GO:1904602)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
TRAPP complex (GO:0030008)	17	0	.28	-	 < 0.01	1.00E00	1.00E00
presynaptic actin cytoskeleton (GO:0099143)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Kv4.3-KChIP1 channel complex (GO:0071196)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Kv4.2-KChIP2 channel complex (GO:0071193)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
methylosome (GO:0034709)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
chloride channel complex (GO:0034707)	52	0	.87	-	 < 0.01	1.00E00	1.00E00
collagen type X trimer (GO:0005599)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
short-chain collagen trimer (GO:0005598)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
collagen type XII trimer (GO:0005595)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
ATPase inhibitor complex (GO:1903503)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
collagen type IX trimer (GO:0005594)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
FACIT collagen trimer (GO:0005593)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
collagen type XI trimer (GO:0005592)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
rough endoplasmic reticulum lumen (GO:0048237)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
GTPase activator complex (GO:1902773)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
B-WICH complex (GO:0110016)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
BRCA1-BARD1 complex (GO:0031436)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Dbf4-dependent protein kinase complex (GO:0031431)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
collagen type VI trimer (GO:0005589)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
collagen type V trimer (GO:0005588)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
mitochondrial [2Fe-2S] assembly complex (GO:0099128)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
collagen type IV trimer (GO:0005587)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
collagen type III trimer (GO:0005586)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
protein folding chaperone complex (GO:0101031)	36	0	.60	-	 < 0.01	1.00E00	1.00E00
collagen type II trimer (GO:0005585)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
collagen type I trimer (GO:0005584)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
fibrillar collagen trimer (GO:0005583)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
RNA polymerase III transcription regulator complex (GO:0090576)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
box H/ACA snoRNP complex (GO:0031429)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
box C/D methylation guide snoRNP complex (GO:0031428)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
RNA polymerase II transcription repressor complex (GO:0090571)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
fatty acid elongase complex (GO:0009923)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
RecQ family helicase-topoisomerase III complex (GO:0031422)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
cortical microtubule (GO:0055028)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
amphisome membrane (GO:1904930)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
membrane attack complex (GO:0005579)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
fibrinogen complex (GO:0005577)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
chromosome, subtelomeric region (GO:0099115)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Noc4p-Nop14p complex (GO:0030692)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Noc2p-Noc3p complex (GO:0030691)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
Noc1p-Noc2p complex (GO:0030690)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CMG complex (GO:0071162)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
oxoadipate dehydrogenase complex (GO:0160167)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
NatC complex (GO:0031417)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
NatB complex (GO:0031416)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
NatA complex (GO:0031415)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
nucleolar exosome (RNase complex) (GO:0101019)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
N-terminal protein acetyltransferase complex (GO:0031414)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
Noc complex (GO:0030689)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
90S preribosome (GO:0030686)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
ERBB3:ERBB2 complex (GO:0038143)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
NF-kappaB complex (GO:0071159)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
multimeric ribonuclease P complex (GO:0030681)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
cytochrome complex (GO:0070069)	38	0	.63	-	 < 0.01	1.00E00	1.00E00
branched-chain alpha-ketoacid dehydrogenase complex (GO:0160157)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
cytolytic granule membrane (GO:0101004)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
mitochondrial ribonuclease P complex (GO:0030678)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
ribonuclease P complex (GO:0030677)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
junctional membrane complex (GO:0030314)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
heteromeric SMAD protein complex (GO:0071144)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
phagocytic vesicle membrane (GO:0030670)	64	0	1.07	-	 < 0.01	6.30E-01	1.00E00
homomeric SMAD protein complex (GO:0071142)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
SMAD protein complex (GO:0071141)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
complement component C1q complex (GO:0062167)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
tubulin complex (GO:0045298)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
CHD-type complex (GO:0090545)	17	0	.28	-	 < 0.01	1.00E00	1.00E00
Flemming body (GO:0090543)	33	0	.55	-	 < 0.01	1.00E00	1.00E00
mRNA editing complex (GO:0045293)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
box H/ACA RNP complex (GO:0072588)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
clathrin-coated endocytic vesicle membrane (GO:0030669)	15	0	.25	-	 < 0.01	1.00E00	1.00E00
endocytic vesicle membrane (GO:0030666)	87	0	1.45	-	 < 0.01	4.08E-01	1.00E00
COPI-coated vesicle membrane (GO:0030663)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
Golgi-associated vesicle membrane (GO:0030660)	47	0	.78	-	 < 0.01	1.00E00	1.00E00
alpha9-beta1 integrin-ADAM8 complex (GO:0071133)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
mitochondrial ATP-gated potassium channel complex (GO:0062157)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
CERF complex (GO:0090537)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
NoRC complex (GO:0090536)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
WICH complex (GO:0090535)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
calcium ion-transporting ATPase complex (GO:0090534)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
catalase complex (GO:0062151)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
synaptobrevin 2-SNAP-25-syntaxin-1a complex (GO:0070044)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
cytoophidium (GO:0097268)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
mRNA cap methyltransferase RNMT:RAMAC complex (GO:0160130)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
cytolytic granule (GO:0044194)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
interleukin-6 receptor complex (GO:0005896)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
interleukin-5 receptor complex (GO:0005895)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
GABA-A receptor complex (GO:1902711)	19	0	.32	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex IV (GO:0045277)	26	0	.43	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex III (GO:0045275)	12	0	.20	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex II (succinate dehydrogenase) (GO:0045273)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex (GO:0070033)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex (GO:0070032)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
R2TP complex (GO:0097255)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
potassium:proton exchanging ATPase complex (GO:0005889)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
Arp2/3 protein complex (GO:0005885)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 3 (GO:0150058)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 2 (GO:0150057)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 1 (GO:0150056)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
nuclear microtubule (GO:0005880)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
postsynaptic Golgi apparatus (GO:0150051)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
postsynaptic septin cytoskeleton (GO:0150050)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
proton-transporting ATP synthase complex, coupling factor F(o) (GO:0045263)	14	0	.23	-	 < 0.01	1.00E00	1.00E00
glycinergic synapse (GO:0098690)	18	0	.30	-	 < 0.01	1.00E00	1.00E00
proton-transporting ATP synthase complex, catalytic core F(1) (GO:0045261)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
transforming growth factor beta ligand-receptor complex (GO:0070021)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
axonemal B tubule inner sheath (GO:0160112)	13	0	.22	-	 < 0.01	1.00E00	1.00E00
endosome to plasma membrane transport vesicle (GO:0070381)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
axonemal A tubule inner sheath (GO:0160111)	33	0	.55	-	 < 0.01	1.00E00	1.00E00
tubulobulbar complex (GO:0036284)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
axonemal microtubule doublet inner sheath (GO:0160110)	49	0	.82	-	 < 0.01	1.00E00	1.00E00
NLRP3 inflammasome complex (GO:0072559)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
NLRP1 inflammasome complex (GO:0072558)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
IPAF inflammasome complex (GO:0072557)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
axonemal microtubule (GO:0005879)	59	0	.98	-	 < 0.01	6.29E-01	1.00E00
spindle microtubule (GO:0005876)	79	0	1.32	-	 < 0.01	6.45E-01	1.00E00
cerebellar granule cell to Purkinje cell synapse (GO:0150048)	7	0	.12	-	 < 0.01	1.00E00	1.00E00
plus-end kinesin complex (GO:0005873)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
intraciliary transport particle B (GO:0030992)	20	0	.33	-	 < 0.01	1.00E00	1.00E00
intraciliary transport particle A (GO:0030991)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
intraciliary transport particle (GO:0030990)	27	0	.45	-	 < 0.01	1.00E00	1.00E00
synaptic cleft (GO:0043083)	30	0	.50	-	 < 0.01	1.00E00	1.00E00
proton-transporting ATP synthase complex (GO:0045259)	21	0	.35	-	 < 0.01	1.00E00	1.00E00
small ribosomal subunit (GO:0015935)	75	0	1.25	-	 < 0.01	6.39E-01	1.00E00
large ribosomal subunit (GO:0015934)	118	0	1.97	-	 < 0.01	2.72E-01	1.00E00
pyruvate dehydrogenase complex (GO:0045254)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
periciliary membrane compartment (GO:1990075)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
cochlear hair cell ribbon synapse (GO:0098683)	6	0	.10	-	 < 0.01	1.00E00	1.00E00
oxoglutarate dehydrogenase complex (GO:0045252)	10	0	.17	-	 < 0.01	1.00E00	1.00E00
TRAPPIII protein complex (GO:1990072)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
electron transfer flavoprotein complex (GO:0045251)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
TRAPPII protein complex (GO:1990071)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
TRAPPI protein complex (GO:1990070)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
sperm cytoplasmic droplet (GO:0097598)	4	0	.07	-	 < 0.01	1.00E00	1.00E00
epidermal lamellar body membrane (GO:0097234)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
EMC complex (GO:0072546)	11	0	.18	-	 < 0.01	1.00E00	1.00E00
Rb-E2F complex (GO:0035189)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
striated muscle thin filament (GO:0005865)	23	0	.38	-	 < 0.01	1.00E00	1.00E00
striated muscle myosin thick filament (GO:0005863)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
muscle thin filament tropomyosin (GO:0005862)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
troponin complex (GO:0005861)	8	0	.13	-	 < 0.01	1.00E00	1.00E00
lipopolysaccharide receptor complex (GO:0046696)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
SLIK (SAGA-like) complex (GO:0046695)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
caveola neck (GO:0099400)	1	0	.02	-	 < 0.01	1.00E00	1.00E00
cortical microtubule cytoskeleton (GO:0030981)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
VCP-NPL4-UFD1 AAA ATPase complex (GO:0034098)	9	0	.15	-	 < 0.01	1.00E00	1.00E00
intracellular canaliculus (GO:0046691)	5	0	.08	-	 < 0.01	1.00E00	1.00E00
beta-catenin-TCF7L2 complex (GO:0070369)	3	0	.05	-	 < 0.01	1.00E00	1.00E00
extrinsic component of neuronal dense core vesicle membrane (GO:0098674)	2	0	.03	-	 < 0.01	1.00E00	1.00E00
