




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (1411)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
leading edge of lamellipodium (GO:0061851)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
growth cone leading edge (GO:0061850)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
MutLalpha complex (GO:0032389)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
glycosylphosphatidylinositol-mannosyltransferase I complex (GO:1990529)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
replication fork protection complex (GO:0031298)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
paraferritin complex (GO:0070826)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
tertiary granule membrane (GO:0070821)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
tertiary granule (GO:0070820)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
dendritic spine cytoplasm (GO:0061846)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
neuron projection branch point (GO:0061845)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
aggresome (GO:0016235)	36	0	2.33	-	 < 0.01	1.70E-01	6.47E-01
nuclear pore cytoplasmic filaments (GO:0044614)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
nuclear pore central transport channel (GO:0044613)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
nuclear pore inner ring (GO:0044611)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
ACF complex (GO:0016590)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
GET complex (GO:0043529)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
tRNA (m2G10) methyltransferase complex (GO:0043528)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
tRNA methyltransferase complex (GO:0043527)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
mitochondrial prohibitin complex (GO:0035632)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
CST complex (GO:1990879)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
FNIP-folliculin RagC/D GAP (GO:1990877)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of nuclear pore (GO:1990876)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
CLOCK-BMAL transcription complex (GO:1990513)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
nucleoplasmic side of nuclear pore (GO:1990875)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Cry-Per complex (GO:1990512)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
omegasome membrane (GO:1903349)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
NURF complex (GO:0016589)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
ventral surface of cell (GO:0061835)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
actin filament branch point (GO:0061834)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
basal ectoplasmic specialization (GO:0061832)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
apical ectoplasmic specialization (GO:0061831)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
early phagosome (GO:0032009)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
concave side of sperm head (GO:0061830)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
autolysosome lumen (GO:0120282)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
autolysosome membrane (GO:0120281)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
interleukin-28 receptor complex (GO:0032002)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
interleukin-12 complex (GO:0043514)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
CKM complex (GO:1990508)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
dehydrodolichyl diphosphate synthase complex (GO:1904423)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
exon-exon junction subcomplex mago-y14 (GO:1990501)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO:0000506)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
basal tubulobulbar complex (GO:0061829)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
apical tubulobulbar complex (GO:0061828)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
sperm head (GO:0061827)	44	0	2.84	-	 < 0.01	1.15E-01	5.20E-01
podosome ring (GO:0061826)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
podosome core (GO:0061825)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
activin A complex (GO:0043509)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
CD95 death-inducing signaling complex (GO:0031265)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
death-inducing signaling complex (GO:0031264)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
pseudopodium membrane (GO:0031260)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
uropod membrane (GO:0031259)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
cell trailing edge membrane (GO:0031257)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
proteasome storage granule (GO:0034515)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
extrinsic component of endoplasmic reticulum membrane (GO:0042406)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
PAN complex (GO:0031251)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
GPI-anchor transamidase complex (GO:0042765)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
caspase complex (GO:0008303)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
7SK snRNP (GO:0120259)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
B cell receptor complex (GO:0019815)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
immunoglobulin complex (GO:0019814)	196	0	12.67	-	 < 0.01	3.09E-06	8.55E-05
lysosomal matrix (GO:1990836)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Hrd1p ubiquitin ligase ERAD-L complex (GO:0000839)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
NLRP6 inflammasome complex (GO:0140738)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Hrd1p ubiquitin ligase complex (GO:0000836)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
ER ubiquitin ligase complex (GO:0000835)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
lateral wall of outer hair cell (GO:0120249)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
nuclear proteasome complex (GO:0031595)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
centrosomal corona (GO:0031592)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
box C/D RNP complex (GO:0170049)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
virus-like capsid (GO:0170047)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
sperm glycocalyx (GO:0120238)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein kinase 5 complex (GO:0016533)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
stereocilium coat (GO:0120234)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
COPI-coated Golgi to ER transport vesicle (GO:0030142)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
DNA recombinase auxiliary factor complex (GO:0120231)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
angiogenin-PRI complex (GO:0032311)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
GMP reductase complex (GO:1902560)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
MWP complex (GO:1990811)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ESCRT III complex (GO:0000815)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
COPI-coated vesicle (GO:0030137)	31	0	2.00	-	 < 0.01	2.63E-01	7.84E-01
ESCRT II complex (GO:0000814)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
outer dynein arm docking complex (GO:0120228)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
ESCRT I complex (GO:0000813)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
clathrin adaptor complex (GO:0030131)	29	0	1.87	-	 < 0.01	2.58E-01	7.74E-01
clathrin coat of trans-Golgi network vesicle (GO:0030130)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
basal body patch (GO:0120220)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
MutSbeta complex (GO:0032302)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
MutSalpha complex (GO:0032301)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mismatch repair complex (GO:0032300)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
calpain complex (GO:0110158)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
reelin complex (GO:0110157)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
RSF complex (GO:0031213)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Y chromosome (GO:0000806)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
clathrin coat of endocytic vesicle (GO:0030128)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
TIM22 mitochondrial import inner membrane insertion complex (GO:0042721)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
X chromosome (GO:0000805)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
subapical part of cell (GO:0120219)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
COPII vesicle coat (GO:0030127)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
mitochondrial inner membrane peptidase complex (GO:0042720)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
COPI vesicle coat (GO:0030126)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
sex chromosome (GO:0000803)	42	0	2.71	-	 < 0.01	1.12E-01	5.08E-01
clathrin vesicle coat (GO:0030125)	34	0	2.20	-	 < 0.01	1.68E-01	6.44E-01
transverse filament (GO:0000802)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
AP-4 adaptor complex (GO:0030124)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
AP-3 adaptor complex (GO:0030123)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
core-binding factor complex (GO:0016513)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
AP-2 adaptor complex (GO:0030122)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
AP-1 adaptor complex (GO:0030121)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
sperm head-tail coupling apparatus (GO:0120212)	18	0	1.16	-	 < 0.01	6.26E-01	1.00E00
vesicle coat (GO:0030120)	62	0	4.01	-	 < 0.01	3.34E-02	2.21E-01
Sec62/Sec63 complex (GO:0031207)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum Sec complex (GO:0031205)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mitochondrial intermembrane space protein transporter complex (GO:0042719)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
ubiquinone biosynthesis complex (GO:0110142)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
AP-type membrane coat adaptor complex (GO:0030119)	46	0	2.97	-	 < 0.01	7.33E-02	3.81E-01
mitochondrial fatty acid beta-oxidation multienzyme complex (GO:0016507)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
actin cap (GO:0030478)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
polkadots (GO:0002096)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
caveolar macromolecular signaling complex (GO:0002095)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
photoreceptor distal connecting cilium (GO:0120206)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
photoreceptor proximal connecting cilium (GO:0120205)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
glycocalyx (GO:0030112)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
rod photoreceptor disc membrane (GO:0120202)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
interleukin-18 receptor complex (GO:0045092)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (GO:0042709)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
TRC complex (GO:0072380)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
outer acrosomal membrane (GO:0002081)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
Fc-epsilon receptor I complex (GO:0032998)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
Fc receptor complex (GO:0032997)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
Bcl3-Bcl10 complex (GO:0032996)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Scc2-Scc4 cohesin loading complex (GO:0090694)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
inner acrosomal membrane (GO:0002079)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
U6atac snRNP (GO:0005691)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
kainate selective glutamate receptor complex (GO:0032983)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
growth hormone receptor complex (GO:0070195)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
CNTFR-CLCF1 complex (GO:0097059)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
CRLF-CLCF1 complex (GO:0097058)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mRNA capping enzyme complex (GO:0031533)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
adenylyltransferase complex (GO:1902503)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
lysosomal HOPS complex (GO:1902501)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
vacuolar HOPS complex (GO:1902500)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIH holo complex (GO:0005675)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIF complex (GO:0005674)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
striated muscle dense body (GO:0055120)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIE complex (GO:0005673)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIA complex (GO:0005672)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
host cell cytoplasm (GO:0030430)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
Ssh1 translocon complex (GO:0071261)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
DRM complex (GO:0070176)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
symbiont-containing vacuole membrane (GO:0020005)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
symbiont-containing vacuole (GO:0020003)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
tRNA (m1A) methyltransferase complex (GO:0031515)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Mis6-Sim4 complex (GO:0031511)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
SUMO activating enzyme complex (GO:0031510)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
RNA polymerase transcription factor SL1 complex (GO:0005668)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
DNA replication factor C complex (GO:0005663)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
2-(3-amino-3-carboxypropyl)histidine synthase complex (GO:0120513)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
translocon complex (GO:0071256)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
cytoplasmic U snRNP body (GO:0071254)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mitochondrial [4Fe-4S] assembly complex (GO:0120510)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
cone matrix sheath (GO:0090658)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
alpha DNA polymerase:primase complex (GO:0005658)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
photoreceptor disc membrane (GO:0097381)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
nuclear pre-replicative complex (GO:0005656)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
GDP-mannose pyrophosphorylase complex (GO:0120508)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
nucleolar ribonuclease P complex (GO:0005655)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
tRNA-guanine transglycosylase complex (GO:0120507)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
kinocilium (GO:0060091)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
slit diaphragm (GO:0036057)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
filtration diaphragm (GO:0036056)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
snRNA-activating protein complex (GO:0019185)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
perisynaptic space (GO:0099544)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
Nem1-Spo7 phosphatase complex (GO:0071595)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
SREBP-SCAP-Insig complex (GO:0032937)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
SREBP-SCAP complex (GO:0032936)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
inner dense plaque of desmosome (GO:0090637)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
outer dense plaque of desmosome (GO:0090636)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mitochondrial degradosome (GO:0045025)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
MCM8-MCM9 complex (GO:0097362)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cytosolic [4Fe-4S] assembly targeting complex (GO:0097361)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
MKS complex (GO:0036038)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
TCR signalosome (GO:0036398)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
perinucleolar compartment (GO:0097356)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
mitochondrial inner-outer membrane contact site (GO:0044289)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
tRNA-splicing ligase complex (GO:0072669)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-plasma kallikrein complex (GO:0036030)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mitochondrial crista junction (GO:0044284)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
subplasmalemmal coating (GO:0044280)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
meiotic spindle pole (GO:0090619)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
ATP-binding cassette (ABC) transporter complex (GO:0043190)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-KLK3 complex (GO:0036029)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-thrombin complex (GO:0036028)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
amino acid transport complex (GO:1990184)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-PLAU complex (GO:0036027)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-PLAT complex (GO:0036026)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-TMPRSS11E complex (GO:0036025)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
pre-replicative complex (GO:0036387)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-TMPRSS7 complex (GO:0036024)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
endolysosome membrane (GO:0036020)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
ripoptosome (GO:0097342)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
neurofilament cytoskeleton (GO:0060053)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
nucleus-vacuole junction (GO:0071561)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ciliary neurotrophic factor receptor complex (GO:0070110)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
ribonuclease MRP complex (GO:0000172)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
laminin-2 complex (GO:0005607)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Rab-protein geranylgeranyltransferase complex (GO:0005968)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
protein farnesyltransferase complex (GO:0005965)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
complement component C1 complex (GO:0005602)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
phosphorylase kinase complex (GO:0005964)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
protein kinase CK2 complex (GO:0005956)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
CAAX-protein geranylgeranyltransferase complex (GO:0005953)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cAMP-dependent protein kinase complex (GO:0005952)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
piP-body (GO:0071547)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
pi-body (GO:0071546)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
acrosomal lumen (GO:0043160)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 3 complex, eIF3e (GO:0071540)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cytoplasmic ubiquitin ligase complex (GO:0000153)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
acetolactate synthase complex (GO:0005948)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class IB (GO:0005944)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
acrosomal matrix (GO:0043159)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class IA (GO:0005943)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex (GO:0005942)	16	0	1.03	-	 < 0.01	6.20E-01	1.00E00
septin ring (GO:0005940)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
interleukin-1 receptor complex (GO:0045323)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Mad-Max complex (GO:0070443)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
integrin alphaIIb-beta3 complex (GO:0070442)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
molybdopterin synthase complex (GO:1990140)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
exocyst (GO:0000145)	19	0	1.23	-	 < 0.01	6.31E-01	1.00E00
AP-5 adaptor complex (GO:0044599)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
mitotic spindle microtubule (GO:1990498)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
Grb2-EGFR complex (GO:0070436)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Shc-EGFR complex (GO:0070435)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Golgi trans cisterna (GO:0000138)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
Gtr1-Gtr2 GTPase complex (GO:1990131)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
GATOR1 complex (GO:1990130)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
apical pole of neuron (GO:0044225)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class I (GO:0097651)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
muscle tendon junction (GO:0005927)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
phosphopantothenoylcysteine decarboxylase complex (GO:0071513)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIIB complex (GO:0000126)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
DNA ligase III-XRCC1 complex (GO:0070421)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
other organism cell membrane (GO:0044218)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
other organism part (GO:0044217)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
Rad51B-Rad51C-Rad51D-XRCC2 complex (GO:0033063)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I transcription regulator complex (GO:0000120)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
septate junction (GO:0005918)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
spot adherens junction (GO:0005914)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
skeletal muscle myofibril (GO:0098723)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
MOZ/MORF histone acetyltransferase complex (GO:0070776)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
RQC complex (GO:1990112)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
H3 histone acetyltransferase complex (GO:0070775)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
spermatoproteasome complex (GO:1990111)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
PAS complex (GO:0070772)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
translation initiation ternary complex (GO:0044207)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 3 complex (GO:0000112)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 2 complex (GO:0000111)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 1 complex (GO:0000110)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
extrinsic component of phagophore assembly site membrane (GO:0097632)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
F-actin capping protein complex (GO:0008290)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
chromatin lock complex (GO:0061793)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
oncostatin-M receptor complex (GO:0005900)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
photoreceptor inner segment membrane (GO:0060342)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair complex (GO:0000109)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
gamma-secretase complex (GO:0070765)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
interleukin-12 receptor complex (GO:0042022)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
extrinsic component of omegasome membrane (GO:0097629)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
KICSTOR complex (GO:0140007)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
omegasome (GO:1990462)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
nuclear pore transmembrane ring (GO:0070762)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
pre-snoRNP complex (GO:0070761)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
inward rectifying potassium channel (GO:0008282)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
specific granule membrane (GO:0035579)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
azurophil granule lumen (GO:0035578)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
azurophil granule membrane (GO:0035577)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
endopeptidase Clp complex (GO:0009368)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (ADP-forming) (GO:0009361)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
DNA polymerase III complex (GO:0009360)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
L-type voltage-gated calcium channel complex (GO:1990454)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
Parkin-FBXW7-Cul1 ubiquitin ligase complex (GO:1990452)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
Tapasin-ERp57 complex (GO:0061779)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
NSL complex (GO:0044545)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
eNoSc complex (GO:0061773)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
radial spoke stalk (GO:0001536)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
