




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (3078)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
chitosome (GO:0045009)	22	3	3.10	-	.97	1.00E00	1.00E00
dopaminergic synapse (GO:0098691)	22	3	3.10	-	.97	1.00E00	1.00E00
pigment granule membrane (GO:0090741)	22	3	3.10	-	.97	1.00E00	1.00E00
stereocilium bundle (GO:0032421)	81	11	11.42	-	.96	1.00E00	1.00E00
early endosome membrane (GO:0031901)	192	26	27.06	-	.96	9.17E-01	1.00E00
extracellular exosome (GO:0070062)	96	13	13.53	-	.96	1.00E00	1.00E00
protein-DNA complex (GO:0032993)	222	30	31.29	-	.96	9.23E-01	1.00E00
chromosomal region (GO:0098687)	372	50	52.44	-	.95	7.64E-01	1.00E00
extracellular organelle (GO:0043230)	127	17	17.90	-	.95	8.99E-01	1.00E00
extracellular membrane-bounded organelle (GO:0065010)	127	17	17.90	-	.95	8.99E-01	1.00E00
dendritic spine head (GO:0044327)	15	2	2.11	-	.95	1.00E00	1.00E00
cation-transporting ATPase complex (GO:0090533)	45	6	6.34	-	.95	1.00E00	1.00E00
ISWI-type complex (GO:0031010)	15	2	2.11	-	.95	1.00E00	1.00E00
trans-Golgi network transport vesicle (GO:0030140)	38	5	5.36	-	.93	1.00E00	1.00E00
DNA repair complex (GO:1990391)	23	3	3.24	-	.93	1.00E00	1.00E00
P-body (GO:0000932)	100	13	14.10	-	.92	8.86E-01	1.00E00
MLL1 complex (GO:0071339)	31	4	4.37	-	.92	1.00E00	1.00E00
ATPase dependent transmembrane transport complex (GO:0098533)	47	6	6.63	-	.91	1.00E00	1.00E00
spindle midzone (GO:0051233)	40	5	5.64	-	.89	1.00E00	1.00E00
dense core granule lumen (GO:0098898)	8	1	1.13	-	.89	1.00E00	1.00E00
RISC-loading complex (GO:0070578)	8	1	1.13	-	.89	1.00E00	1.00E00
macropinosome (GO:0044354)	8	1	1.13	-	.89	1.00E00	1.00E00
pinosome (GO:0044352)	8	1	1.13	-	.89	1.00E00	1.00E00
pericentriolar material (GO:0000242)	24	3	3.38	-	.89	1.00E00	1.00E00
migrasome (GO:0140494)	8	1	1.13	-	.89	1.00E00	1.00E00
MLL1/2 complex (GO:0044665)	32	4	4.51	-	.89	1.00E00	1.00E00
B cell receptor complex (GO:0019815)	8	1	1.13	-	.89	1.00E00	1.00E00
central element (GO:0000801)	8	1	1.13	-	.89	1.00E00	1.00E00
shelterin complex (GO:0070187)	8	1	1.13	-	.89	1.00E00	1.00E00
RNA N6-methyladenosine methyltransferase complex (GO:0036396)	8	1	1.13	-	.89	1.00E00	1.00E00
tRNA-splicing ligase complex (GO:0072669)	8	1	1.13	-	.89	1.00E00	1.00E00
cytoplasmic exosome (RNase complex) (GO:0000177)	16	2	2.26	-	.89	1.00E00	1.00E00
nonhomologous end joining complex (GO:0070419)	8	1	1.13	-	.89	1.00E00	1.00E00
condensin complex (GO:0000796)	8	1	1.13	-	.89	1.00E00	1.00E00
chromosome, centromeric region (GO:0000775)	256	32	36.09	-	.89	5.27E-01	9.66E-01
Cajal body (GO:0015030)	56	7	7.89	-	.89	8.49E-01	1.00E00
mitochondrial crista (GO:0030061)	16	2	2.26	-	.89	1.00E00	1.00E00
CCR4-NOT complex (GO:0030014)	16	2	2.26	-	.89	1.00E00	1.00E00
centriolar subdistal appendage (GO:0120103)	8	1	1.13	-	.89	1.00E00	1.00E00
heteromeric SMAD protein complex (GO:0071144)	8	1	1.13	-	.89	1.00E00	1.00E00
dynactin complex (GO:0005869)	8	1	1.13	-	.89	1.00E00	1.00E00
tricarboxylic acid cycle heteromeric enzyme complex (GO:0045239)	16	2	2.26	-	.89	1.00E00	1.00E00
mRNA cleavage factor complex (GO:0005849)	24	3	3.38	-	.89	1.00E00	1.00E00
clathrin complex (GO:0071439)	8	1	1.13	-	.89	1.00E00	1.00E00
HAUS complex (GO:0070652)	8	1	1.13	-	.89	1.00E00	1.00E00
Derlin-1 retrotranslocation complex (GO:0036513)	8	1	1.13	-	.89	1.00E00	1.00E00
stereocilium base (GO:0120044)	8	1	1.13	-	.89	1.00E00	1.00E00
neuronal dense core vesicle lumen (GO:0099013)	8	1	1.13	-	.89	1.00E00	1.00E00
stereocilia coupling link (GO:0002139)	8	1	1.13	-	.89	1.00E00	1.00E00
pronucleus (GO:0045120)	24	3	3.38	-	.89	1.00E00	1.00E00
perichromatin fibrils (GO:0005726)	8	1	1.13	-	.89	1.00E00	1.00E00
cytoplasmic microtubule (GO:0005881)	129	16	18.18	-	.88	7.03E-01	1.00E00
lipoprotein particle (GO:1990777)	41	5	5.78	-	.87	1.00E00	1.00E00
plasma lipoprotein particle (GO:0034358)	41	5	5.78	-	.87	1.00E00	1.00E00
high-density lipoprotein particle (GO:0034364)	33	4	4.65	-	.86	1.00E00	1.00E00
extrinsic component of synaptic vesicle membrane (GO:0098850)	25	3	3.52	-	.85	1.00E00	1.00E00
glycoprotein complex (GO:0090665)	25	3	3.52	-	.85	1.00E00	1.00E00
heterochromatin (GO:0000792)	100	12	14.10	-	.85	6.66E-01	1.00E00
mitochondrial nucleoid (GO:0042645)	50	6	7.05	-	.85	8.39E-01	1.00E00
nucleoid (GO:0009295)	50	6	7.05	-	.85	8.39E-01	1.00E00
sex chromosome (GO:0000803)	42	5	5.92	-	.84	8.27E-01	1.00E00
nuclear lamina (GO:0005652)	17	2	2.40	-	.83	1.00E00	1.00E00
cis-Golgi network (GO:0005801)	68	8	9.59	-	.83	7.27E-01	1.00E00
lamellar body (GO:0042599)	17	2	2.40	-	.83	1.00E00	1.00E00
photoreceptor outer segment (GO:0001750)	94	11	13.25	-	.83	6.55E-01	1.00E00
nuclear chromosome (GO:0000228)	292	34	41.16	-	.83	2.70E-01	6.26E-01
cis-Golgi network membrane (GO:0033106)	26	3	3.66	-	.82	1.00E00	1.00E00
pore complex (GO:0046930)	26	3	3.66	-	.82	1.00E00	1.00E00
protein-lipid complex (GO:0032994)	44	5	6.20	-	.81	8.28E-01	1.00E00
sperm principal piece (GO:0097228)	44	5	6.20	-	.81	8.28E-01	1.00E00
basal dendrite (GO:0097441)	9	1	1.27	-	.79	1.00E00	1.00E00
proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178)	18	2	2.54	-	.79	1.00E00	1.00E00
presynaptic endosome (GO:0098830)	9	1	1.27	-	.79	1.00E00	1.00E00
dynein axonemal particle (GO:0120293)	18	2	2.54	-	.79	1.00E00	1.00E00
DNA replication factor A complex (GO:0005662)	18	2	2.54	-	.79	1.00E00	1.00E00
bBAF complex (GO:0140092)	9	1	1.27	-	.79	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class IA (GO:0005943)	9	1	1.27	-	.79	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class I (GO:0097651)	9	1	1.27	-	.79	1.00E00	1.00E00
F-actin capping protein complex (GO:0008290)	9	1	1.27	-	.79	1.00E00	1.00E00
EKC/KEOPS complex (GO:0000408)	9	1	1.27	-	.79	1.00E00	1.00E00
host cellular component (GO:0018995)	9	1	1.27	-	.79	1.00E00	1.00E00
RNA polymerase III transcription regulator complex (GO:0090576)	9	1	1.27	-	.79	1.00E00	1.00E00
preribosome, large subunit precursor (GO:0030687)	18	2	2.54	-	.79	1.00E00	1.00E00
junctional membrane complex (GO:0030314)	9	1	1.27	-	.79	1.00E00	1.00E00
cytolytic granule (GO:0044194)	18	2	2.54	-	.79	1.00E00	1.00E00
glycinergic synapse (GO:0098690)	18	2	2.54	-	.79	1.00E00	1.00E00
cardiac myofibril (GO:0097512)	9	1	1.27	-	.79	1.00E00	1.00E00
PRC1 complex (GO:0035102)	18	2	2.54	-	.79	1.00E00	1.00E00
transcription factor TFTC complex (GO:0033276)	18	2	2.54	-	.79	1.00E00	1.00E00
NLS-dependent protein nuclear import complex (GO:0042564)	9	1	1.27	-	.79	1.00E00	1.00E00
postsynaptic endosome (GO:0098845)	27	3	3.81	-	.79	1.00E00	1.00E00
myofilament (GO:0036379)	27	3	3.81	-	.79	1.00E00	1.00E00
manchette (GO:0002177)	27	3	3.81	-	.79	1.00E00	1.00E00
lumenal side of membrane (GO:0098576)	27	3	3.81	-	.79	1.00E00	1.00E00
condensed chromosome (GO:0000793)	342	37	48.21	-	.77	8.46E-02	3.37E-01
integrator complex (GO:0032039)	19	2	2.68	-	.75	1.00E00	1.00E00
lateral element (GO:0000800)	19	2	2.68	-	.75	1.00E00	1.00E00
cleavage furrow (GO:0032154)	57	6	8.03	-	.75	5.68E-01	1.00E00
sperm flagellum (GO:0036126)	253	26	35.66	-	.73	8.40E-02	3.36E-01
motile cilium (GO:0031514)	362	37	51.03	-	.73	3.27E-02	1.68E-01
axoneme (GO:0005930)	206	21	29.04	-	.72	1.30E-01	4.46E-01
ciliary plasm (GO:0097014)	207	21	29.18	-	.72	1.08E-01	3.90E-01
9+2 motile cilium (GO:0097729)	278	28	39.19	-	.71	5.59E-02	2.47E-01
cell body fiber (GO:0070852)	10	1	1.41	-	.71	1.00E00	1.00E00
female pronucleus (GO:0001939)	10	1	1.41	-	.71	1.00E00	1.00E00
ESCRT III complex (GO:0000815)	10	1	1.41	-	.71	1.00E00	1.00E00
cohesin complex (GO:0008278)	10	1	1.41	-	.71	1.00E00	1.00E00
cone photoreceptor outer segment (GO:0120199)	10	1	1.41	-	.71	1.00E00	1.00E00
nucleolar exosome (RNase complex) (GO:0101019)	10	1	1.41	-	.71	1.00E00	1.00E00
blood microparticle (GO:0072562)	10	1	1.41	-	.71	1.00E00	1.00E00
intraciliary transport particle B (GO:0030992)	20	2	2.82	-	.71	1.00E00	1.00E00
oxoglutarate dehydrogenase complex (GO:0045252)	10	1	1.41	-	.71	1.00E00	1.00E00
chaperonin-containing T-complex (GO:0005832)	10	1	1.41	-	.71	1.00E00	1.00E00
Gemini of coiled bodies (GO:0097504)	10	1	1.41	-	.71	1.00E00	1.00E00
nuclear pore outer ring (GO:0031080)	10	1	1.41	-	.71	1.00E00	1.00E00
zymogen granule membrane (GO:0042589)	20	2	2.82	-	.71	1.00E00	1.00E00
zymogen granule (GO:0042588)	30	3	4.23	-	.71	7.92E-01	1.00E00
azurophil granule (GO:0042582)	20	2	2.82	-	.71	1.00E00	1.00E00
dystrophin-associated glycoprotein complex (GO:0016010)	20	2	2.82	-	.71	1.00E00	1.00E00
dense core granule membrane (GO:0032127)	10	1	1.41	-	.71	1.00E00	1.00E00
Prp19 complex (GO:0000974)	20	2	2.82	-	.71	1.00E00	1.00E00
SMN complex (GO:0032797)	10	1	1.41	-	.71	1.00E00	1.00E00
tetraspanin-enriched microdomain (GO:0097197)	10	1	1.41	-	.71	1.00E00	1.00E00
primary lysosome (GO:0005766)	20	2	2.82	-	.71	1.00E00	1.00E00
external side of plasma membrane (GO:0009897)	544	54	76.68	-	.70	4.02E-03	3.27E-02
desmosome (GO:0030057)	32	3	4.51	-	.67	6.13E-01	1.00E00
Cul2-RING ubiquitin ligase complex (GO:0031462)	76	7	10.71	-	.65	2.51E-01	6.55E-01
site of double-strand break (GO:0035861)	98	9	13.81	-	.65	1.90E-01	5.45E-01
pericentric heterochromatin (GO:0005721)	33	3	4.65	-	.64	6.15E-01	1.00E00
Sin3-type complex (GO:0070822)	22	2	3.10	-	.64	7.59E-01	1.00E00
nucleotide-activated protein kinase complex (GO:0031588)	11	1	1.55	-	.64	1.00E00	1.00E00
slit diaphragm (GO:0036057)	11	1	1.55	-	.64	1.00E00	1.00E00
filtration diaphragm (GO:0036056)	11	1	1.55	-	.64	1.00E00	1.00E00
exosome (RNase complex) (GO:0000178)	22	2	3.10	-	.64	7.59E-01	1.00E00
secretory granule lumen (GO:0034774)	22	2	3.10	-	.64	7.59E-01	1.00E00
amphisome membrane (GO:1904930)	11	1	1.55	-	.64	1.00E00	1.00E00
CMG complex (GO:0071162)	11	1	1.55	-	.64	1.00E00	1.00E00
polyprenyl diphosphate synthase complex (GO:0032476)	11	1	1.55	-	.64	1.00E00	1.00E00
zona pellucida receptor complex (GO:0002199)	11	1	1.55	-	.64	1.00E00	1.00E00
post-mRNA release spliceosomal complex (GO:0071014)	11	1	1.55	-	.64	1.00E00	1.00E00
striated muscle thin filament (GO:0005865)	23	2	3.24	-	.62	7.62E-01	1.00E00
cell division site (GO:0032153)	71	6	10.01	-	.60	2.30E-01	6.21E-01
proton-transporting V-type ATPase, V1 domain (GO:0033180)	12	1	1.69	-	.59	1.00E00	1.00E00
vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221)	12	1	1.69	-	.59	1.00E00	1.00E00
outer dense fiber (GO:0001520)	12	1	1.69	-	.59	1.00E00	1.00E00
chylomicron (GO:0042627)	12	1	1.69	-	.59	1.00E00	1.00E00
palmitoyltransferase complex (GO:0002178)	12	1	1.69	-	.59	1.00E00	1.00E00
outer dynein arm (GO:0036157)	12	1	1.69	-	.59	1.00E00	1.00E00
inner dynein arm (GO:0036156)	12	1	1.69	-	.59	1.00E00	1.00E00
MHC class Ib protein complex (GO:0032398)	25	2	3.52	-	.57	5.67E-01	1.00E00
exoribonuclease complex (GO:1905354)	25	2	3.52	-	.57	5.67E-01	1.00E00
cytoplasmic vesicle lumen (GO:0060205)	25	2	3.52	-	.57	5.67E-01	1.00E00
9+2 non-motile cilium (GO:0097732)	13	1	1.83	-	.55	1.00E00	1.00E00
phospholipid-translocating ATPase complex (GO:1990531)	13	1	1.83	-	.55	1.00E00	1.00E00
DNA replication preinitiation complex (GO:0031261)	13	1	1.83	-	.55	1.00E00	1.00E00
kinocilium (GO:0060091)	13	1	1.83	-	.55	1.00E00	1.00E00
WASH complex (GO:0071203)	13	1	1.83	-	.55	1.00E00	1.00E00
nucleosome (GO:0000786)	104	8	14.66	-	.55	6.53E-02	2.72E-01
MHC class I protein complex (GO:0042612)	26	2	3.66	-	.55	5.70E-01	1.00E00
preribosome, small subunit precursor (GO:0030688)	13	1	1.83	-	.55	1.00E00	1.00E00
axonemal B tubule inner sheath (GO:0160112)	13	1	1.83	-	.55	1.00E00	1.00E00
triglyceride-rich plasma lipoprotein particle (GO:0034385)	26	2	3.66	-	.55	5.70E-01	1.00E00
very-low-density lipoprotein particle (GO:0034361)	26	2	3.66	-	.55	5.70E-01	1.00E00
HOPS complex (GO:0030897)	13	1	1.83	-	.55	1.00E00	1.00E00
site of DNA damage (GO:0090734)	130	10	18.32	-	.55	3.17E-02	1.66E-01
axonemal dynein complex (GO:0005858)	27	2	3.81	-	.53	4.17E-01	8.26E-01
vesicle lumen (GO:0031983)	27	2	3.81	-	.53	4.17E-01	8.25E-01
male germ cell nucleus (GO:0001673)	83	6	11.70	-	.51	8.09E-02	3.25E-01
Fanconi anaemia nuclear complex (GO:0043240)	14	1	1.97	-	.51	7.08E-01	1.00E00
postsynaptic recycling endosome (GO:0098837)	14	1	1.97	-	.51	7.08E-01	1.00E00
sperm fibrous sheath (GO:0035686)	14	1	1.97	-	.51	7.08E-01	1.00E00
uropod (GO:0001931)	14	1	1.97	-	.51	7.08E-01	1.00E00
photoreceptor outer segment membrane (GO:0042622)	14	1	1.97	-	.51	7.08E-01	1.00E00
sperm plasma membrane (GO:0097524)	29	2	4.09	-	.49	4.20E-01	8.31E-01
sperm head (GO:0061827)	44	3	6.20	-	.48	1.97E-01	5.52E-01
cell trailing edge (GO:0031254)	15	1	2.11	-	.47	7.10E-01	1.00E00
varicosity (GO:0043196)	15	1	2.11	-	.47	7.10E-01	1.00E00
nuclear exosome (RNase complex) (GO:0000176)	15	1	2.11	-	.47	7.10E-01	1.00E00
mitotic spindle microtubule (GO:1990498)	15	1	2.11	-	.47	7.10E-01	1.00E00
Seh1-associated complex (GO:0035859)	15	1	2.11	-	.47	7.10E-01	1.00E00
mitotic spindle midzone (GO:1990023)	15	1	2.11	-	.47	7.10E-01	1.00E00
septin cytoskeleton (GO:0032156)	15	1	2.11	-	.47	7.10E-01	1.00E00
germ cell nucleus (GO:0043073)	106	7	14.94	-	.47	2.44E-02	1.33E-01
condensed nuclear chromosome (GO:0000794)	138	9	19.45	-	.46	9.33E-03	6.79E-02
radial spoke (GO:0001534)	16	1	2.26	-	.44	7.16E-01	1.00E00
Flemming body (GO:0090543)	33	2	4.65	-	.43	3.11E-01	7.08E-01
CatSper complex (GO:0036128)	17	1	2.40	-	.42	4.96E-01	9.21E-01
interstitial matrix (GO:0005614)	17	1	2.40	-	.42	4.96E-01	9.20E-01
kinetochore microtubule (GO:0005828)	17	1	2.40	-	.42	4.96E-01	9.20E-01
lumenal side of endoplasmic reticulum membrane (GO:0098553)	17	1	2.40	-	.42	4.96E-01	9.19E-01
keratin filament (GO:0045095)	53	3	7.47	-	.40	1.10E-01	3.95E-01
sperm head-tail coupling apparatus (GO:0120212)	18	1	2.54	-	.39	4.98E-01	9.21E-01
chromatoid body (GO:0033391)	18	1	2.54	-	.39	4.98E-01	9.20E-01
axonemal microtubule (GO:0005879)	59	3	8.32	-	.36	5.77E-02	2.50E-01
sperm head plasma membrane (GO:1990913)	20	1	2.82	-	.35	3.45E-01	7.69E-01
mitotic spindle pole (GO:0097431)	41	2	5.78	-	.35	1.13E-01	4.05E-01
Unclassified (UNCLASSIFIED)	1069	51	150.69	-	.34	5.49E-24	4.56E-22
stereocilium tip (GO:0032426)	21	1	2.96	-	.34	3.47E-01	7.72E-01
MHC protein complex (GO:0042611)	43	2	6.06	-	.33	7.97E-02	3.22E-01
synaptonemal complex (GO:0000795)	97	4	13.67	-	.29	2.96E-03	2.55E-02
synaptonemal structure (GO:0099086)	97	4	13.67	-	.29	2.96E-03	2.54E-02
axonemal microtubule doublet inner sheath (GO:0160110)	49	2	6.91	-	.29	3.95E-02	1.98E-01
female germ cell nucleus (GO:0001674)	26	1	3.66	-	.27	1.65E-01	4.80E-01
90S preribosome (GO:0030686)	26	1	3.66	-	.27	1.65E-01	4.80E-01
axonemal doublet microtubule (GO:0097545)	52	2	7.33	-	.27	2.77E-02	1.46E-01
A axonemal microtubule (GO:0097649)	47	1	6.63	-	.15	1.11E-02	7.60E-02
immunoglobulin complex (GO:0019814)	196	1	27.63	-	.04	6.30E-12	1.82E-10
cytoplasmic side of transport vesicle membrane (GO:0098539)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
deuterosome (GO:0098536)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
spine apparatus membrane (GO:0098897)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
mitochondrial processing peptidase complex (GO:0017087)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
postsynaptic early endosome membrane (GO:0098896)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
postsynaptic endosome membrane (GO:0098895)	12	0	1.69	-	 < 0.01	3.95E-01	7.95E-01
CHOP-C/EBP complex (GO:0036488)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
CA3 pyramidal cell dendrite (GO:0097442)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
late recombination nodule (GO:0005715)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
recombination nodule (GO:0005713)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
chiasma (GO:0005712)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
intracellular cyclic nucleotide activated cation channel complex (GO:0017071)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
platelet-derived growth factor complex (GO:1990265)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
early endosome lumen (GO:0031905)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
glial filament (GO:0097426)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
ribonuclease III complex (GO:1903095)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
mitochondrial chromosome (GO:0000262)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
serine palmitoyltransferase complex (GO:0017059)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
piccolo-bassoon transport vesicle (GO:1990257)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
PCNA-p21 complex (GO:0070557)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
keratohyalin granule (GO:0036457)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
BRISC complex (GO:0070552)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
classical Lewy body (GO:0097414)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
ASAP complex (GO:0061574)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
histone locus body (GO:0035363)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
laminin-8 complex (GO:0043257)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Atg12-Atg5-Atg16 complex (GO:0034274)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
PeBoW complex (GO:0070545)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
glial cytoplasmic inclusion (GO:0097409)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
commitment complex (GO:0000243)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
plasma membrane proton-transporting V-type ATPase complex (GO:0033181)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Toll-like receptor 2-Toll-like receptor 6 protein complex (GO:0035355)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Toll-like receptor 1-Toll-like receptor 2 protein complex (GO:0035354)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
podocyte foot (GO:0098846)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
postsynaptic endocytic zone membrane (GO:0098844)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
STING complex (GO:1990231)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
BRCA1-C complex (GO:0070533)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
BRCA1-B complex (GO:0070532)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
astral microtubule (GO:0000235)	11	0	1.55	-	 < 0.01	3.82E-01	7.77E-01
BRCA1-A complex (GO:0070531)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
ATF1-ATF4 transcription factor complex (GO:1990590)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
spine synapse (GO:0106033)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
ATF4-CREB1 transcription factor complex (GO:1990589)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
cardiac Troponin complex (GO:1990584)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
interphotoreceptor matrix (GO:0033165)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
cone cell pedicle (GO:0044316)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
NOS2-CD74 complex (GO:0035693)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
macrophage migration inhibitory factor receptor complex (GO:0035692)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
perinuclear endoplasmic reticulum membrane (GO:1990578)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
CAK-ERCC2 complex (GO:0070516)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
microprocessor complex (GO:0070877)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
SRF-myogenin-E12 complex (GO:0070514)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
TERT-RMRP complex (GO:1990572)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
axonal spine (GO:0044308)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
tRNA-intron endonuclease complex (GO:0000214)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
dendritic branch (GO:0044307)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
axon collateral (GO:0044303)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
dentate gyrus mossy fiber (GO:0044302)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
cytoskeletal calyx (GO:0033150)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
granular component (GO:0001652)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
I(KACh) inward rectifier potassium channel complex (GO:1990566)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
9+0 motile cilium (GO:0097728)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I core factor complex (GO:0070860)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
bleb (GO:0032059)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
methylcrotonoyl-CoA carboxylase complex (GO:1905202)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
translation release factor complex (GO:0018444)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
Myc-Max complex (GO:0071943)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
non-motile cilium membrane (GO:0098804)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
alpha-beta T cell receptor complex (GO:0042105)	13	0	1.83	-	 < 0.01	2.37E-01	6.34E-01
T cell receptor complex (GO:0042101)	22	0	3.10	-	 < 0.01	6.24E-02	2.68E-01
Mon1-Ccz1 complex (GO:0035658)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
eRF1 methyltransferase complex (GO:0035657)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
yolk (GO:0060417)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylglucosamine transferase complex (GO:0043541)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex (GO:0043540)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
cleavage body (GO:0071920)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Dom34-Hbs1 complex (GO:1990533)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
subcortical maternal complex (GO:0106333)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
growth cone leading edge (GO:0061850)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
glycosylphosphatidylinositol-mannosyltransferase I complex (GO:1990529)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
replication fork protection complex (GO:0031298)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
paraferritin complex (GO:0070826)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
dendritic spine cytoplasm (GO:0061846)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
neuron projection branch point (GO:0061845)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
nuclear pore central transport channel (GO:0044613)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
ACF complex (GO:0016590)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
GET complex (GO:0043529)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
mitochondrial prohibitin complex (GO:0035632)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
nucleoplasmic side of nuclear pore (GO:1990875)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
DBIRD complex (GO:0044609)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
basal ectoplasmic specialization (GO:0061832)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
apical ectoplasmic specialization (GO:0061831)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
autolysosome membrane (GO:0120281)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
interleukin-28 receptor complex (GO:0032002)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
interleukin-12 complex (GO:0043514)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
inhibin B complex (GO:0043513)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
inhibin A complex (GO:0043512)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
